dataset,dataset_label,seed,experiment,model,candidate_set,selection_criterion,selected_lambda,selected_C,feature_map,reps,entanglement,validation_F1,validation_Balanced Accuracy,validation_Business Cost,validation_FN,validation_FP,runtime_seconds,validation_source_path,Accuracy,Precision,Recall,Specificity,F1,Balanced Accuracy,ROC-AUC,PR-AUC,TN,FP,FN,TP,Business Cost
taiwan,Taiwan Informative 10000,10,convex,Convex,all,validation_f1,0.8,0.75,zz,1,full,0.614596670934699,0.7639429224365426,757.0,114.0,187.0,10.89,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed10.csv,0.822,0.5866935483870968,0.6583710407239819,0.868421052631579,0.6204690831556503,0.7633960466777805,0.8164414872298282,0.5741193945617515,1353,205,151,291,960.0
taiwan,Taiwan Informative 10000,10,convex,Convex,all,validation_business_cost,0.8,0.75,zz,1,full,0.614596670934699,0.7639429224365426,757.0,114.0,187.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed10.csv,0.822,0.5866935483870968,0.6583710407239819,0.868421052631579,0.6204690831556503,0.7633960466777805,0.8164414872298282,0.5741193945617515,1353,205,151,291,960.0
taiwan,Taiwan Informative 10000,10,convex,Convex,all,validation_balanced_accuracy,0.8,0.75,zz,1,full,0.614596670934699,0.7639429224365426,757.0,114.0,187.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed10.csv,0.822,0.5866935483870968,0.6583710407239819,0.868421052631579,0.6204690831556503,0.7633960466777805,0.8164414872298282,0.5741193945617515,1353,205,151,291,960.0
taiwan,Taiwan Informative 10000,10,convex,Convex,nonzero,validation_f1,0.8,0.75,zz,1,full,0.614596670934699,0.7639429224365426,757.0,114.0,187.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed10.csv,0.822,0.5866935483870968,0.6583710407239819,0.868421052631579,0.6204690831556503,0.7633960466777805,0.8164414872298282,0.5741193945617515,1353,205,151,291,960.0
taiwan,Taiwan Informative 10000,10,convex,Convex,nonzero,validation_business_cost,0.8,0.75,zz,1,full,0.614596670934699,0.7639429224365426,757.0,114.0,187.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed10.csv,0.822,0.5866935483870968,0.6583710407239819,0.868421052631579,0.6204690831556503,0.7633960466777805,0.8164414872298282,0.5741193945617515,1353,205,151,291,960.0
taiwan,Taiwan Informative 10000,10,convex,Convex,nonzero,validation_balanced_accuracy,0.8,0.75,zz,1,full,0.614596670934699,0.7639429224365426,757.0,114.0,187.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed10.csv,0.822,0.5866935483870968,0.6583710407239819,0.868421052631579,0.6204690831556503,0.7633960466777805,0.8164414872298282,0.5741193945617515,1353,205,151,291,960.0
taiwan,Taiwan Informative 10000,10,feature_specific,Feature-specific,all,validation_f1,0.25,5.0,zz,2,linear,0.5928753180661578,0.7492405074770339,804.0,121.0,199.0,9.462,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed10.csv,0.803,0.5463320463320464,0.6402714932126696,0.8491655969191271,0.5895833333333333,0.7447185450658984,0.8039646489582305,0.5917703119900481,1323,235,159,283,1030.0
taiwan,Taiwan Informative 10000,10,feature_specific,Feature-specific,all,validation_business_cost,0.1,5.0,zz,2,linear,0.5909090909090909,0.7486465163098186,804.0,120.0,204.0,9.302,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed10.csv,0.799,0.5380228136882129,0.6402714932126696,0.8440308087291399,0.5847107438016529,0.7421511509709048,0.8032022723180317,0.5871856462769668,1315,243,159,283,1038.0
taiwan,Taiwan Informative 10000,10,feature_specific,Feature-specific,all,validation_balanced_accuracy,0.25,5.0,zz,2,linear,0.5928753180661578,0.7492405074770339,804.0,121.0,199.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed10.csv,0.803,0.5463320463320464,0.6402714932126696,0.8491655969191271,0.5895833333333333,0.7447185450658984,0.8039646489582305,0.5917703119900481,1323,235,159,283,1030.0
taiwan,Taiwan Informative 10000,10,feature_specific,Feature-specific,nonzero,validation_f1,0.25,5.0,zz,2,linear,0.5928753180661578,0.7492405074770339,804.0,121.0,199.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed10.csv,0.803,0.5463320463320464,0.6402714932126696,0.8491655969191271,0.5895833333333333,0.7447185450658984,0.8039646489582305,0.5917703119900481,1323,235,159,283,1030.0
taiwan,Taiwan Informative 10000,10,feature_specific,Feature-specific,nonzero,validation_business_cost,0.1,5.0,zz,2,linear,0.5909090909090909,0.7486465163098186,804.0,120.0,204.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed10.csv,0.799,0.5380228136882129,0.6402714932126696,0.8440308087291399,0.5847107438016529,0.7421511509709048,0.8032022723180317,0.5871856462769668,1315,243,159,283,1038.0
taiwan,Taiwan Informative 10000,10,feature_specific,Feature-specific,nonzero,validation_balanced_accuracy,0.25,5.0,zz,2,linear,0.5928753180661578,0.7492405074770339,804.0,121.0,199.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed10.csv,0.803,0.5463320463320464,0.6402714932126696,0.8491655969191271,0.5895833333333333,0.7447185450658984,0.8039646489582305,0.5917703119900481,1323,235,159,283,1030.0
taiwan,Taiwan Informative 10000,20,convex,Convex,all,validation_f1,1.0,0.15,zz,1,full,0.6120805369127517,0.7566245885137525,793.0,126.0,163.0,10.805,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed20.csv,0.8065,0.5542406311637081,0.6357466063348416,0.8549422336328626,0.5922023182297155,0.7453444199838521,0.8015932945707166,0.5208934058396845,1332,226,161,281,1031.0
taiwan,Taiwan Informative 10000,20,convex,Convex,all,validation_business_cost,0.35,0.15,zz,1,full,0.6115485564304461,0.7588713260966164,780.0,121.0,175.0,10.679,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed20.csv,0.809,0.5592885375494071,0.6402714932126696,0.8568677792041078,0.5970464135021097,0.7485696362083887,0.8044307878182377,0.5299763886937033,1335,223,159,283,1018.0
taiwan,Taiwan Informative 10000,20,convex,Convex,all,validation_balanced_accuracy,0.35,0.15,zz,1,full,0.6115485564304461,0.7588713260966164,780.0,121.0,175.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed20.csv,0.809,0.5592885375494071,0.6402714932126696,0.8568677792041078,0.5970464135021097,0.7485696362083887,0.8044307878182377,0.5299763886937033,1335,223,159,283,1018.0
taiwan,Taiwan Informative 10000,20,convex,Convex,nonzero,validation_f1,1.0,0.15,zz,1,full,0.6120805369127517,0.7566245885137525,793.0,126.0,163.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed20.csv,0.8065,0.5542406311637081,0.6357466063348416,0.8549422336328626,0.5922023182297155,0.7453444199838521,0.8015932945707166,0.5208934058396845,1332,226,161,281,1031.0
taiwan,Taiwan Informative 10000,20,convex,Convex,nonzero,validation_business_cost,0.35,0.15,zz,1,full,0.6115485564304461,0.7588713260966164,780.0,121.0,175.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed20.csv,0.809,0.5592885375494071,0.6402714932126696,0.8568677792041078,0.5970464135021097,0.7485696362083887,0.8044307878182377,0.5299763886937033,1335,223,159,283,1018.0
taiwan,Taiwan Informative 10000,20,convex,Convex,nonzero,validation_balanced_accuracy,0.35,0.15,zz,1,full,0.6115485564304461,0.7588713260966164,780.0,121.0,175.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed20.csv,0.809,0.5592885375494071,0.6402714932126696,0.8568677792041078,0.5970464135021097,0.7485696362083887,0.8044307878182377,0.5299763886937033,1335,223,159,283,1018.0
taiwan,Taiwan Informative 10000,20,feature_specific,Feature-specific,all,validation_f1,0.05,2.0,zz,2,linear,0.6166219839142091,0.7598507313799638,782.0,124.0,162.0,9.371,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed20.csv,0.813,0.5677290836653387,0.6447963800904978,0.8607188703465982,0.6038135593220338,0.7527576252185479,0.8081003607130619,0.5660888111352389,1341,217,157,285,1002.0
taiwan,Taiwan Informative 10000,20,feature_specific,Feature-specific,all,validation_business_cost,0.05,2.0,zz,2,linear,0.6166219839142091,0.7598507313799638,782.0,124.0,162.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed20.csv,0.813,0.5677290836653387,0.6447963800904978,0.8607188703465982,0.6038135593220338,0.7527576252185479,0.8081003607130619,0.5660888111352389,1341,217,157,285,1002.0
taiwan,Taiwan Informative 10000,20,feature_specific,Feature-specific,all,validation_balanced_accuracy,0.05,2.0,zz,2,linear,0.6166219839142091,0.7598507313799638,782.0,124.0,162.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed20.csv,0.813,0.5677290836653387,0.6447963800904978,0.8607188703465982,0.6038135593220338,0.7527576252185479,0.8081003607130619,0.5660888111352389,1341,217,157,285,1002.0
taiwan,Taiwan Informative 10000,20,feature_specific,Feature-specific,nonzero,validation_f1,0.05,2.0,zz,2,linear,0.6166219839142091,0.7598507313799638,782.0,124.0,162.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed20.csv,0.813,0.5677290836653387,0.6447963800904978,0.8607188703465982,0.6038135593220338,0.7527576252185479,0.8081003607130619,0.5660888111352389,1341,217,157,285,1002.0
taiwan,Taiwan Informative 10000,20,feature_specific,Feature-specific,nonzero,validation_business_cost,0.05,2.0,zz,2,linear,0.6166219839142091,0.7598507313799638,782.0,124.0,162.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed20.csv,0.813,0.5677290836653387,0.6447963800904978,0.8607188703465982,0.6038135593220338,0.7527576252185479,0.8081003607130619,0.5660888111352389,1341,217,157,285,1002.0
taiwan,Taiwan Informative 10000,20,feature_specific,Feature-specific,nonzero,validation_balanced_accuracy,0.05,2.0,zz,2,linear,0.6166219839142091,0.7598507313799638,782.0,124.0,162.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed20.csv,0.813,0.5677290836653387,0.6447963800904978,0.8607188703465982,0.6038135593220338,0.7527576252185479,0.8081003607130619,0.5660888111352389,1341,217,157,285,1002.0
taiwan,Taiwan Informative 10000,30,convex,Convex,all,validation_f1,1.0,0.75,zz,1,full,0.6718954248366014,0.8011965974734971,639.0,97.0,154.0,10.975,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed30.csv,0.824,0.5845864661654135,0.7036199095022625,0.8581514762516046,0.6386036960985626,0.7808856928769335,0.8286191834292718,0.5815619920162074,1337,221,131,311,876.0
taiwan,Taiwan Informative 10000,30,convex,Convex,all,validation_business_cost,0.6,0.75,zz,1,full,0.6701164294954722,0.8016137515756636,635.0,95.0,160.0,10.687,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed30.csv,0.8205,0.5758683729433273,0.7126696832579186,0.8510911424903723,0.6370070778564206,0.7818804128741454,0.8302542998042508,0.5764678352193893,1326,232,127,315,867.0
taiwan,Taiwan Informative 10000,30,convex,Convex,all,validation_balanced_accuracy,0.6,0.75,zz,1,full,0.6701164294954722,0.8016137515756636,635.0,95.0,160.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed30.csv,0.8205,0.5758683729433273,0.7126696832579186,0.8510911424903723,0.6370070778564206,0.7818804128741454,0.8302542998042508,0.5764678352193893,1326,232,127,315,867.0
taiwan,Taiwan Informative 10000,30,convex,Convex,nonzero,validation_f1,1.0,0.75,zz,1,full,0.6718954248366014,0.8011965974734971,639.0,97.0,154.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed30.csv,0.824,0.5845864661654135,0.7036199095022625,0.8581514762516046,0.6386036960985626,0.7808856928769335,0.8286191834292718,0.5815619920162074,1337,221,131,311,876.0
taiwan,Taiwan Informative 10000,30,convex,Convex,nonzero,validation_business_cost,0.6,0.75,zz,1,full,0.6701164294954722,0.8016137515756636,635.0,95.0,160.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed30.csv,0.8205,0.5758683729433273,0.7126696832579186,0.8510911424903723,0.6370070778564206,0.7818804128741454,0.8302542998042508,0.5764678352193893,1326,232,127,315,867.0
taiwan,Taiwan Informative 10000,30,convex,Convex,nonzero,validation_balanced_accuracy,0.6,0.75,zz,1,full,0.6701164294954722,0.8016137515756636,635.0,95.0,160.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/convex/lambda_validation_c_tuned_sample10000_seed30.csv,0.8205,0.5758683729433273,0.7126696832579186,0.8510911424903723,0.6370070778564206,0.7818804128741454,0.8302542998042508,0.5764678352193893,1326,232,127,315,867.0
taiwan,Taiwan Informative 10000,30,feature_specific,Feature-specific,all,validation_f1,0.7,5.0,zz,2,linear,0.6479591836734694,0.7881310589366198,676.0,100.0,176.0,9.388,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed30.csv,0.8055,0.5459272097053726,0.7126696832579186,0.8318356867779204,0.6182531894013739,0.7722526850179194,0.8279410312559903,0.5753001491028747,1296,262,127,315,897.0
taiwan,Taiwan Informative 10000,30,feature_specific,Feature-specific,all,validation_business_cost,0.55,5.0,zz,2,linear,0.6455696202531646,0.7875370677694045,676.0,99.0,181.0,9.434,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed30.csv,0.805,0.5452961672473867,0.7081447963800905,0.8324775353016688,0.6161417322834646,0.7703111658408797,0.8273601728634575,0.5765689519877595,1297,261,129,313,906.0
taiwan,Taiwan Informative 10000,30,feature_specific,Feature-specific,all,validation_balanced_accuracy,0.7,5.0,zz,2,linear,0.6479591836734694,0.7881310589366198,676.0,100.0,176.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed30.csv,0.8055,0.5459272097053726,0.7126696832579186,0.8318356867779204,0.6182531894013739,0.7722526850179194,0.8279410312559903,0.5753001491028747,1296,262,127,315,897.0
taiwan,Taiwan Informative 10000,30,feature_specific,Feature-specific,nonzero,validation_f1,0.7,5.0,zz,2,linear,0.6479591836734694,0.7881310589366198,676.0,100.0,176.0,0.0,supplementary_source/target_dataset_qsvc_experiments/taiwan/feature_specific_weighting/lambda_validation_c_tuned_sample10000_seed30.csv,0.8055,0.5459272097053726,0.7126696832579186,0.8318356867779204,0.6182531894013739,0.7722526850179194,0.8279410312559903,0.5753001491028747,1296,262,127,315,897.0
